;商品コード,商品名,システム区分,マスター区分,在庫管理,実績管理,単位,入数,規格・型番,色,ｻｲｽﾞ,商品区分１コード,商品区分２コード,商品区分３コード,商品区分４コード,商品区分５コード,税区分,税込区分,単価小数桁,数量小数桁,標準価格,原価,売価１,売価２,売価３,売価４,売価５,倉庫コード,主仕入先コード,在庫単価,仕入単価,売上計算式,仕入計算式,商品項目１,商品項目２,商品項目３,使用区分,商品ｺｰﾄﾞ2,商品ｺｰﾄﾞ3,入数小数桁,箱数小数桁,数量端数,有効期間開始日,有効期間終了日,コメント,商品名２,単位区分２入数,単位区分２単位,単位区分２単位コメント,単位区分３入数,単位区分３単位,単位区分３単位コメント,単位区分４入数,単位区分４単位,単位区分４単位コメント,単位区分５入数,単位区分５単位,単位区分５単位コメント,売上単位区分,仕入単位区分,ロット管理,仕入税込区分,売上税種別,仕入税種別,税種別切替
013035,ELECOM(USBﾚｰｻﾞｰ式ﾏｳｽ）M-LS1URBK,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2400,1680,2400,2400,1920,0,0,0000,,1320,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013036,ｱｲ･ｵｰ･ﾃﾞｰﾀ/LCD-AD193XW,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,21294,14906,21294,21294,17035,0,0,0000,,14196,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013037,SHARP LL-W221W,0,0,0,0,台,0,ﾎﾜｲﾄ,,,0001,0002,0097,0000,0000,2,0,0,0,30750,21525,30750,30750,24600,0,0,0000,,20500,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013038,I/ODATA LCD-A156GB,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,29250,20475,29250,29250,23400,0,0,0000,,19502,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013039,SANWA(ﾃﾞｨｽﾌﾟﾚｲｹｰﾌﾞﾙ)KC-VMH7,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,4000,2800,4000,4000,3200,0,0,0000,,2200,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013040,ELECOM(USB延長ｹｰﾌﾞﾙ) U2C-E20WH,0,0,0,0,本,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1000,700,1000,1000,800,0,0,0000,,667,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013041,(使用不可)ﾘｺｰ IPSIO SP6310/308668,0,0,0,0,台,0,SP6210の代替品,,,0001,0002,0097,0000,0000,2,0,0,0,89800,62860,89800,89800,71840,0,0,0000,,54400,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013042,EPSON Endeavor AT971/XP（Win7DG）,0,0,0,0,台,0,2GB 5年保守　ﾃﾞｨｽﾌﾟﾚｲなし,,,0001,0002,0097,0000,0103,2,0,0,0,102800,102800,102800,102800,102800,0,0,0000,,102800,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013043,ﾏｲｸﾛｿﾌﾄ WIN7 PRO UPG /FQC-00231,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,25800,25800,25800,25800,25800,0,0,0000,,21336,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013044,ｺﾚｶﾞ(ｽｲｯﾁﾝｸﾞHUB)CG-SW08GTX2W,0,0,0,0,個,0,012530)HUBの後継,,,0001,0097,0097,0000,0000,2,0,0,0,7000,4900,7000,7000,5600,0,0,0000,,4718,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013045,I/ODATA LCD-A173KW,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,18000,12600,18000,18000,14400,0,0,0000,,12000,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013046,SANWA(ﾉｰﾄｽﾃｰｼｮﾝ)NPC-5,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,10500,7350,10500,10500,8400,0,0,0000,,5770,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013047,ﾊﾞｯﾌｧﾛｰ(無線LANｾｯﾄ)WZR-HP-G301NH/U,0,0,0,0,ｾｯﾄ,0,,,,0001,0097,0097,0000,0000,2,0,0,0,17800,12460,17800,17800,14240,0,0,0000,,9250,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013048,ﾊﾞｯﾌｧﾛｰ(無線LAN子機)WLI-CB-G300HP,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,6900,4830,6900,6900,5520,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013049,ﾘｺｰ(ﾄﾅｰｶｰﾄﾘｯｼﾞ) SP3400/308571,0,0,0,0,個,0,2500P印刷可/SP3410用 202210価格変更,,,0001,0099,0026,0000,0000,2,0,0,0,11100,7770,11100,11100,8880,0,0,0000,350085,7718,7770,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013050,ﾘｺｰ IPSIO SP3410/308569（使用不可）,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,42090,29463,42090,42090,33672,0,0,0000,,28060,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013051,ﾘｺｰ 250枚増設ﾄﾚｲﾕﾆｯﾄﾀｲﾌﾟ3400/308570,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,25000,17500,25000,25000,20000,0,0,0000,520019,16390,16390,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013052,EPSON Endeavor AY301-V(Core2Duoﾓﾃﾞﾙ),0,0,0,0,台,0,送料込み、1年保守,,,0001,0002,0097,0000,0103,2,0,0,0,75000,75000,75000,75000,75000,0,0,0000,,75000,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013053,HP dc7900US E8400/VD155PA#ABJ,0,0,0,0,台,0,013024)代替品 2010/03入荷限,,,0030,0002,0097,0000,0103,2,0,0,0,164500,164500,164500,164500,164500,0,0,0000,,114100,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013054,ﾊﾞｯﾌｧﾛｰ(無線LAN子機)WLI-UC-G300HP,0,0,0,0,台,0,10/30価格変更,,,0001,0097,0097,0000,0000,2,0,0,0,3220,2381,3220,3220,2576,0,0,0000,,2373,2334,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013055,HP 8000 ELITE US E8500/WB090PA#ABJ,0,0,0,0,台,0,013024)代替品 2010/03入荷限,,,0030,0002,0097,0000,0101,2,0,0,0,164500,164500,164500,164500,164500,0,0,0000,,98640,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013056,SANWA（USB2.0ｹｰﾌﾞﾙ5m）KU20-5,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1500,1050,1500,1500,1200,0,0,0000,,825,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013057,ELECOM(4ﾎﾟｰﾄUSBHUB) U2H-TZ410SSV,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3000,2100,3000,3000,2400,0,0,0000,,1650,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013058,I/ODATA LCD-A156GW,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,29250,20475,29250,29250,23400,0,0,0000,,19503,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013059,EPSON Endeavor AY301-V(Core2Duoﾓﾃﾞﾙ),0,0,0,0,台,0,3年保守/送料含めた金額/PS2ﾏｳｽ付き,,,0001,0002,0097,0000,0103,2,0,0,0,80000,80000,80000,80000,80000,0,0,0000,,80000,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013060,ﾊﾞｯﾌｧﾛｰ(外付けDVDﾄﾞﾗｲﾌﾞ)DVSM-X24U2V,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,7400,5180,7400,7400,5920,0,0,0000,,5475,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013061,HP ProBook 4515s/CT VG868AV-AHDU,0,0,0,0,台,0,,,,0030,0002,0097,0000,0104,2,0,0,0,114000,114000,114000,114000,114000,0,0,0000,,103380,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013062,ﾊﾞｯﾌｧﾛｰ(ﾒﾓﾘ)D2/533-2G,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,12600,8820,12600,12600,10080,0,0,0000,,9827,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013063,PLANEX(ｽｲｯﾁﾝｸﾞHUB)FX-08IS2,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3348,2344,3348,3348,2678,0,0,0000,,2232,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013064,SANWA(USBﾊﾌﾞ付ﾃﾝｷｰ) NT-3UHSV,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3950,2765,3950,3950,3160,0,0,0000,,2170,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013065,日立(ﾒﾓﾘ) GQ-MJ704G2N,0,0,0,0,個,0,送料￥5000含む,,,0007,0097,0097,0000,0000,2,0,0,0,29000,20300,29000,29000,23200,0,0,0000,,20800,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013066,ﾊﾞｯﾌｧﾛｰ(HDD)HD-H160FBS2/3G,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,9300,6510,9300,9300,7440,0,0,0000,,6881,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013067,HA8000/TS10GQUT10AK-1DNNLTA(39-005),0,0,0,0,個,0,推奨品/ﾌﾛﾝﾄﾄﾞｱｷｯﾄ/ﾒﾓﾘﾎﾞｰﾄﾞ/HDD含む,,,0007,0002,0097,0000,0105,2,0,0,0,332000,232400,332000,332000,265600,0,0,0000,520019,233200,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013068,RTS ﾌﾙﾀｲﾑｻｰﾊﾞｰ保守5年(39-005）,0,0,0,0,,0,,,,0030,0099,0097,0000,0000,2,0,0,0,67800,67800,67800,67800,67800,0,0,0000,,67800,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013069,ｵﾑﾛﾝ(無停電電源装置) BY50FW,0,0,0,0,個,0,2024/10/1価格変更,,,0001,0097,0024,0000,0000,2,0,0,0,55500,38850,55500,55500,44400,0,0,0000,,29089,29112,00,00,0,0,0,0,,,0,0,0,0,0,2024/10/1価格変更　標準価格48200→55500,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013070,ﾘｺｰ IPSIO SP3410,0,0,0,0,台,0,推奨品（012529)SP6210の後継,,,0001,0002,0097,0000,0000,2,0,0,0,42000,29400,42000,42000,33600,0,0,0000,,27780,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013071,ﾘｺｰ(ﾄﾅｰｶｰﾄﾘｯｼﾞ) SP3400H/308572,0,0,0,0,個,0,5000P印刷可/SP3410用 202210価格変更,,,0001,0099,0026,0000,0000,2,0,0,0,20400,14280,20400,20400,16320,0,0,0000,350085,14259,14280,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013072,NEC(無線LAN・USB子機)PA-WL300NU/AG,0,0,0,0,ｾｯﾄ,0,,,,0001,0097,0097,0000,0000,2,0,0,0,6640,4648,6640,6640,5312,0,0,0000,,6648,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013073,NEC(USBｽﾃｨｯｸｾｯﾄ)PA-WR8700N-HP/NU,0,0,0,0,ｾｯﾄ,0,,,,0001,0097,0097,0000,0000,2,0,0,0,15210,10647,15210,15210,12168,0,0,0000,,15219,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013074,ELECOM（HUB付ﾃﾝｷｰﾎﾞｰﾄﾞ) TK2-UF2BHBK,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2700,1890,2700,2700,2160,0,0,0000,,1485,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013075,ﾊﾟﾅｿﾆｯｸ ﾚｯﾂﾉｰﾄ/CF-Y9JCMADS,0,0,0,0,台,0,,,,0001,0002,0097,0000,0104,2,0,0,0,276789,193752,276789,276789,221431,0,0,0000,,184526,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013076,ﾅﾙｺｰﾑ 達人ﾌﾟﾗｽV.4 UPG LAN5→∞,0,0,0,0,本,0,Ver.4ﾕｰｻﾞｰがLAN5→∞へのｱｯﾌﾟｸﾞﾚｰﾄﾞ,,,0005,0001,0097,0000,0010,2,0,0,0,40000,28000,40000,40000,32000,0,0,0000,,27200,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013077,HP Compaq 6730b/CT GW687AV-CRQL,0,0,0,0,台,0,013029)後継/ｳﾁﾀﾞｴｽｺSP付 推奨品win7DG,,,0030,0002,0097,0000,0102,2,0,0,0,175000,175000,175000,175000,175000,0,0,0000,,118000,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013078,SANWA(ﾉｰﾄﾏﾙﾁｶﾊﾞｰ) FA-NMUL2N,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1400,980,1400,1400,1120,0,0,0000,,770,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013079,I/ODATA(内蔵HDD) HDI-PS80H7,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,9000,6300,9000,9000,7200,0,0,0000,,6660,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013080,ﾛｼﾞｸｰﾙ　Wireless NumberPad N305,0,0,0,0,個,0,ｷｰﾎﾞｰﾄﾞ,,,0001,0097,0097,0000,0000,2,0,0,0,4743,3320,4743,4743,3794,0,0,0000,,4032,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013081,ﾊﾞｯﾌｧﾛｰ(無線LAN)WZR-HP-G301NH,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,11500,8050,11500,11500,9200,0,0,0000,,8509,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013082,CANONﾚｰｻﾞｰﾋﾞｰﾑﾌﾟﾘﾝﾀｰ/LBP7200CN,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,99800,69860,99800,99800,79840,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013083,CANONﾚｰｻﾞｰﾋﾞｰﾑﾌﾟﾘﾝﾀｰ/LBP5300,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,128000,89600,128000,128000,102400,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013084,DELL Vostro3500ｼｽﾃﾑｼｬｰｼ,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,76534,76534,76534,76534,76534,0,0,0000,,76534,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013085,SANWA(ﾜｲﾔﾚｽｾｯﾄ)SKB-WL10SETBK,0,0,0,0,個,0,ﾜｲﾔﾚｽﾏｳｽ・ｷｰﾎﾞｰﾄﾞｾｯﾄ,,,0001,0097,0097,0000,0000,2,0,0,0,12800,8960,12800,12800,10240,0,0,0000,,7040,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013086,ﾛｼﾞｸｰﾙ(ﾏｳｽ)M500,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,5200,3640,5200,5200,4160,0,0,0000,,4032,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013087,CANON PIXUS iP2700/4103B001,0,0,0,0,台,0,20160307標準価格変更（10円未満切り上,,,0001,0002,0014,0000,0000,2,0,0,0,9700,6790,9700,9700,7760,0,0,0000,,6460,6460,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013088,三菱化学ﾒﾃﾞｨｱ(CD-R)700MB/SR80PP10,0,0,0,0,個,0,10枚ｽﾘﾑｹｰｽ入り,,,0001,0099,0097,0000,0000,2,0,0,0,590,413,590,590,472,0,0,0000,,452,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013089,HP ProBook 4515s/CT VG868AV-AKEE,0,0,0,0,台,0,OFFICE2007なし,,,0030,0002,0097,0000,0104,2,0,0,0,123000,123000,123000,123000,123000,0,0,0000,,111750,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013090,ﾘｺｰSP3410安心ｻﾎﾟｰﾄﾊﾟｯｸ5年(部品別),0,0,0,0,件,0,,,,0030,0099,0097,0000,0000,2,0,0,0,36000,36000,36000,36000,36000,0,0,0000,,35280,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013091,CANON(FINEｶｰﾄﾘｯｼﾞ)BC-310/2967B001,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,2800,1960,2800,2800,2240,0,0,0000,,1867,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013092,CANON(FINEｶｰﾄﾘｯｼﾞ)BC-311/2968B001,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,3030,2121,3030,3030,2424,0,0,0000,,2022,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013093,SANWA(USBﾃﾝｷｰ) NT-16UPK,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1480,1036,1480,1480,1184,0,0,0000,,810,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013094,SANWA（5ﾎﾞﾀﾝﾚｰｻﾞｰﾏｳｽ）MA-LS15DS,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2400,1680,2400,2400,1920,0,0,0000,,1320,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013095,ﾏｲｸﾛｿﾌﾄOffice Home and Business 2010,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,42750,29925,42750,42750,34200,0,0,0000,,28458,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013096,I/ODATA(ﾒﾓﾘ)DX667-H2GX2,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,24700,17290,24700,24700,19760,0,0,0000,,17290,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013097,ﾊﾞｯﾌｧﾛｰ(ﾒﾓﾘ)DD400-512MX2,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,11900,8330,11900,11900,9520,0,0,0000,,9281,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013098,ﾊﾟﾅｿﾆｯｸ ﾚｯﾂﾉｰﾄ/CF-Y9JWQAPS,0,0,0,0,台,0,,,,0001,0002,0097,0000,0104,2,0,0,0,283420,198394,283420,283420,226736,0,0,0000,,188947,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013099,SANWA(ｽﾘﾑｷｰﾎﾞｰﾄﾞ) SKB-SL02U,0,0,0,0,個,0,,,,0001,0097,0024,0000,0000,2,0,0,0,5980,4186,5980,5980,4784,0,0,0000,,3289,3289,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013100,HP ProBook 6550b/CT VZ245AV-AABB,0,0,0,0,台,0,013077)後継/ｳﾁﾀﾞｴｽｺSP付 推奨品win7DG,,,0030,0002,0097,0000,0102,2,0,0,0,175000,175000,175000,175000,175000,0,0,0000,,101269,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013101,SANWA(ﾚｰｻﾞｰﾏｳｽ) MA-LS17W,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2200,1540,2200,2200,1760,0,0,0000,,1210,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013102,SANWA(ｽﾀﾝﾄﾞ付きｷｰﾎﾞｰﾄﾞ) SKB-ST1W,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2980,2086,2980,2980,2384,0,0,0000,,1639,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013103,SANWA（AVｹｰﾌﾞﾙ）KM-V9-50,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2000,1400,2000,2000,1600,0,0,0000,,1100,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013104,ﾊﾞｯﾌｧﾛｰ(ﾋﾞﾃﾞｵｷｬﾌﾟﾁｬ-) PC-SDVD/U2G,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,5300,3710,5300,5300,4240,0,0,0000,,3921,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013105,ﾊﾞｯﾌｧﾛｰ(無線LAN)WZR-HP-G301NH/P,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,15700,10990,15700,15700,12560,0,0,0000,,10803,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013106,ﾊﾞｯﾌｧﾛｰ(ﾎﾟｰﾀﾌﾞﾙHDD)HD-PE320U2-WH,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,10400,7280,10400,10400,8320,0,0,0000,,7176,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013107,ﾊﾞｯﾌｧﾛｰｺｸﾖｻﾌﾟﾗｲ(ﾏｳｽ)BSMLW06SV,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,5350,3745,5350,5350,4280,0,0,0000,,2446,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013108,ﾊﾟﾅｿﾆｯｸ ﾚｯﾂﾉｰﾄ/CF-S9JYEDPS/DW,0,0,0,0,台,0,,,,0001,0002,0097,0000,0104,2,0,0,0,212370,148659,212370,212370,169896,0,0,0000,,141578,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013109,ｺﾚｶﾞ(ｽｲｯﾁﾝｸﾞHUB) CG-SW05GTX2W,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,5300,3710,5300,5300,4240,0,0,0000,,3975,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013110,ﾊﾞｯﾌｧﾛｰ(HD) HD-EB500U2,0,0,0,0,台,0,012911)HD-HES500U2の後継,,,0001,0097,0097,0000,0000,2,0,0,0,10000,7000,10000,10000,8000,0,0,0000,,7717,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013111,SANWA(机上ﾗｯｸ) MR-63M,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,7800,5460,7800,7800,6240,0,0,0000,,4290,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013112,SANWA（液晶ﾓﾆﾀｱｰﾑ）/CR-LA1003,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,24000,16800,24000,24000,19200,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013113,SANWA(ｷｰﾎﾞｰﾄﾞ) SKB-LKG3W,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3280,2296,3280,3280,2624,0,0,0000,,1800,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
013114,HP ProBook 5220m/CT　WF687AV-ABAU,0,0,0,0,台,0,,,,0030,0002,0097,0000,0104,2,0,0,0,105100,105100,105100,105100,105100,0,0,0000,,98743,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
